id,onerank,tworank,namec,namee,jianj,state,due,raw,foreach,ways
,蔬菜—瓜类,黄瓜,黄瓜根腐病,Cucumber Fusarium root rot ,黄瓜根腐病是一种毁灭性土传病害。各地普遍发生。该病一般在结瓜期发病，蔓延快、为害重、损失大，发病率轻者30%～40%，重者70%～80%。,主要为害根部。(1)根和根茎部。发病初期呈水浸状，后呈浅褐色湿腐，主根受害后引起根茎部缢缩，病部腐烂处的维管束变褐，但不向上扩展，可与枯萎病相区别。后期病部往往变糟，组织破碎，仅留下丝状维管束。病株地上部初期症状不明显，随病情发展中午叶片萎蔫，早晚恢复，严重的则多不能恢复而枯死，植株呈现青枯状。(2)嫁接株。摘心后至收获起发病。病情进展较慢，初期叶片失去活力，晴天中午叶片萎蔫，早、晚或阴天恢复原状，持续数天后下部叶片开始枯黄。用作砧木的黑籽南瓜茎基部呈水渍状变褐腐烂，引起全株枯死。 ,高温、高湿利其发病。连作地、低洼地、黏土地或下水头发病重。嫁接黄瓜在露地和保护地均有发病，以保护地发生最为严重。 ,病原为瓜类腐皮镰孢菌Fusarium solani (Mart.)App.et Wollenw.f.cucurbitae Snyder et Hansen，属半知菌亚门真菌。有报道，引起天津地区主要致病原是甜瓜疫霉Phytophthora meloni。(1)瓜类腐皮镰孢菌。分生孢子有大小型之分。小型分生孢子椭圆形大小(6～11)?m×(2.5～3)?m。大型分生孢子无色，梭形，两端较钝，具2～4个隔膜，大小(14.0～16.0)?m×(2.5～3.0)?m。(2)甜瓜疫霉。孢子囊卵形或长椭圆形，顶生式，单生，不易脱落，有层出现象，孢子囊有乳头状突起，但突起较低，较扁平，黄褐色，大小为(45～55)?m×(27.5～37.5)?m。菌丝易产生瘤状或节状膨大菌丝体，为姜瓣状或不规则的圆形或近圆形，有时形成结节状菌丝，菌丝间不形成厚垣孢子。(2)寄主。这2种病原可以侵染黄瓜、南瓜等葫芦科植物。 ,病原以菌丝体、厚垣孢子或菌核在土壤中及病残体上越冬。尤其厚垣孢子可在土中存活5～6年或长达10年，成为主要侵染源。病原从根部伤口侵入，后在病部产生分生孢子。病原借雨水或灌溉水传播蔓延进行再侵染。 ,(1)农业防治。与十字花科、百合科作物实行3年以上轮作。育苗床土壤覆盖塑料膜，利用太阳能进行土壤消毒，土温控制38～40℃消毒24小时；控制42℃，消毒6小即可奏效。提高嫁接技术水平，选用抗病品种做砧木。采用高畦栽培，防止大水漫灌及雨后田间积水，苗期发病害及时松土，增强土壤透气性。(2)化学防治：发病初期喷洒或浇灌药剂。药剂用50%甲基托布津可湿性粉剂500倍液，或50%多菌灵可湿性粉剂 500倍液。也可以配成药土撒在茎基部。 ,
,蔬菜—瓜类,黄瓜,黄瓜细菌性缘枯病,Cucumber marginal blight ,细菌性缘枯病是大棚黄瓜的一种重要病害。 ,叶片、叶柄、茎蔓、卷须、果实均可受害。(1)叶片。病斑为点状斑点，生于叶缘水孔附近，水浸状，扩大后为淡褐色不规则形斑，周围有晕圈，严重时产生大型水渍状病斑，由叶缘向叶中间扩展，呈楔形。(2)叶柄、茎、卷须。病斑呈褐色水浸状。(3)瓜条。瓜条多由瓜柄处侵染，形成病斑，黄化凋萎，脱水后僵硬，空气湿度大时，病部溢出菌脓。 ,叶面结露时间长，缘枯细菌病的水浸状病斑出现越多，有的在病部可见菌脓。黄瓜叶缘吐水是引起该病流行的重要水湿条件。 ,病原为边缘假单胞菌边缘假单胞致病型P.seudomonas marginalis pv. marginalis (Brown)Stevens，属细菌。(1)形态。菌落黄褐色，表面平滑，边缘波状。革兰氏染色阴性，短杆状，无芽孢，极生鞭毛1～6根。(2)寄主。这种病原可以侵染黄瓜、南瓜。 ,(1)越冬与初侵染源。病原在种子上或随病残体留在土壤中越冬，成为第2年初侵染源。病原从叶缘水孔等自然孔口侵入。(2)传播特点。病原风雨、田间操作传播蔓延和重复侵染。,(1)种子消毒。用70℃恒温干热灭菌72小时。50℃温水浸种20分钟，捞出晾干后催芽播种。用次氯酸钙300倍液浸种30～60分钟，或40%福尔马林150倍液浸1.5小时，或100万单位硫酸链霉素500倍液浸种2小时，冲洗干净后催芽播种。(2)农业防治。加强黄瓜制种基地的无病生产，选无病田，无病瓜留种。培育无病壮苗用无病土苗床育苗。注意适时防风，降低棚室温度，增加光照。增施腐熟有机肥，发病后控制灌水，促进根发育。推广使用高垄、覆膜、暗浇水的栽培技术。注意适当轮作，清除病残体，及时翻晒土壤。(3)化学防治。发病初期喷用72%克露可湿性粉剂600～750倍液，叶面喷雾，每隔7天喷1次药，共喷4～6次。常用农药还有农用链霉素250mg/kg液，新植霉素200mg/kg液，14%络氨铜水剂300倍液，3%克菌康可湿性粉剂 800～1 000倍液，50%甲霜铜可湿性粉剂 600倍液。保护地每公顷每次喷撒10%乙滴粉尘剂或5%百菌清或10%脂铜粉尘剂15kg。 ,
,蔬菜—瓜类,黄瓜,黄瓜细菌性枯萎病,Cucumber bacterial wilt ,异名  黄瓜青枯病、黄瓜细菌性萎蔫病。黄瓜细菌性枯萎病是保护地嫁接黄瓜的一种新病害。发病轻的大棚植株死亡率为30%，严重的全棚枯死。,在嫁接黄瓜上发病快，自根栽培的较慢。苗期、成株期均可发病，开花结瓜期发病严重。初发病株基部茎蔓收缩变细，下部叶片光泽暗淡、萎蔫，中午明显。病情逐渐发展，收缩茎蔓向上扩展，叶片向上渐次萎蔫，似缺水状，3～5天后整株青枯死亡。根茎外表症状不明显，横剖观察根部及茎基部(嫁接口附近)，维管束变褐色，横切面挤压后流出乳白色黏质物，手指蘸液后慢慢移开，黏液被拉出半寸长丝。严重时靠地面茎部腐烂，且周围可见白色菌脓，有恶臭味，病部导管一般不变色，根部未见腐烂。 ,(1)气候因素。低温高湿的环境，病害易发生。持续阴天，雨雪天气较多，造成棚内温度极低，加之光照少，通风换气不良，棚内湿度过大，相对湿度在85%以上，这种条件下，大棚发病率多在30%～45%。(2)栽培因素。邻作是小麦或上茬是甜瓜、南瓜、西葫芦等，则此病重。自然条件下，自根栽培的黄瓜没见发生此病，而嫁接栽培的黄瓜均有发生。 ,病原为嗜维管束欧文氏菌(黄瓜萎蔫欧文氏菌) Erwinia amylovora var. tracheiphila (Smith)Dy，属细菌。(1)形态。杆状菌，单生或双生，大小(1.2～2.5)?m×(0.5～0.7)?m。(2)特性。革兰氏染色阴性，好气性或兼性嫌气性。最适生长温度25～30℃，最高34～35℃。(3)寄主。这种病原可以侵染黄瓜、甜瓜、西葫芦、南瓜等，很少为害西瓜，还小麦等禾谷类。 ,病原随病残体遗留在土壤中越冬。病原从根部伤口侵入，有时也可从茎基部侵入，引起黄瓜发病；种子带菌，引起黄瓜发病。黄瓜条叶甲与黄瓜十二星叶甲携带病原，取食的同时，将病原传到黄瓜上。 ,(1)种子消毒。在70℃的恒温干热条件下，灭菌72小时，或用50℃温水浸种20分钟，或用次氯酸钙300倍液浸种30～60分钟，或用40%福尔马林150倍液浸1.5小时，或用100万单位硫酸链霉素500倍液浸种2小时，然后冲洗干净，催芽播种。(2)农业防治。实施轮作，与非瓜类蔬菜实行2年以上轮作。生长期和收获后清除病叶，及时深埋。雨天及时排水，浇水要少浇勤浇，防止大水漫灌。增施有机肥，减少化肥施用量。在开花结果盛期增施钾肥，可以在叶面喷施0.2%磷酸二氢钾等，以提高植株抗病能力。(3)化学防治。每公顷用50%多菌灵或五氯硝基苯30～60kg，与细土混合后，均匀施入土壤，大田消毒。发病初期，及时喷施14%络氨铜水剂 300～400倍液，或72%农用链霉素4 000倍液，或新植霉素4000倍液，隔7～10天喷1次，连续3～4次。或用60%琥?乙膦铝500倍液，或72%农用链霉素可湿性粉剂 4000倍液灌根，每株用150～200ml，隔10天灌根1次，连续2～3次。 ,
,蔬菜—瓜类,黄瓜,黄瓜病毒病,Cucumber mosaic disease ,异名  黄瓜花叶病。黄瓜病毒病是黄瓜的一种重要病害。各地均有分布，夏秋季发病较重，病株率可达30%以上，对产量和质量有明显的影响。,(1)叶片。发病初期叶脉透明，几天后成为花叶，病形成黄绿或深绿泡斑，叶面常皱缩不平，出现各种畸形，明显变窄；有的病叶粗糙呈革质，绒毛脱落；有的叶基变长，侧翼变狭变薄，呈现绷紧状态，叶尖细长，呈“鼠尾状”；有的病叶叶缘向上卷曲。有时叶脉出现深褐色坏死，或沿叶脉出现坏死。(2)植株。早期受侵染的病株强烈矮化，高度不及健株的1/2，根系发育不良。 ,(1)气候因素。发病适宜温度20℃，气温高于25℃多表现隐症。温度高、日照强、干旱的气候条件，缺水、缺肥、棚室中间杂草丛生发病重。(2)栽培因素。附近有番茄、辣椒等茄科作物和甘蓝、芥菜、萝卜、菠菜、芹菜等作物，都会加重病害的发生。 ,病原为主要是黄瓜花叶病毒Cucumber mosaic virus (CMV)、甜瓜花叶病毒Muskmelon mosaic virus (MMV)、烟草花叶病毒Tobacco mosaic virus (TMV)、黄瓜绿斑花叶病毒Cucumber green mottle mosaic virus (CGMMV)。(1)黄瓜花叶病毒。病毒颗粒球状，直径28～30nm。病毒汁液稀释限点1 000～10000倍，钝化温度60～70℃，10分钟，体外存活期3～4天，不耐干燥，在指示植物普通烟、心叶烟及曼陀罗上呈系统花叶，在黄瓜上也现系统花叶。(2)甜瓜花叶病毒。钝化温度60～62℃，稀释限点2500～3000倍，体外存活期3～11天。是西北瓜类病毒病的重要毒源。(3)烟草花叶病毒。病毒粒体杆状。钝化温度90～93℃10分钟，体外存活期72～96小时，在干燥病组织内存活30年以上。(4)黄瓜绿斑花叶病毒。粒体杆状，粒子大小300nm×18nm，超薄切片观察，细胞中病毒粒子排列成结晶形内含体，钝化温度80～90℃，10分钟，稀释限点1000000倍，体外存活期1年以上。可经汁液摩擦、土壤传播，体外存活期数月至1年。 ,黄瓜种子不带毒，主要在多年生宿根植物上越冬，蚜虫开始活动或迁飞，成为传播该病主要传播个体。黄瓜绿斑花叶病毒可经汁液摩擦、土壤传播。该病毒很容易通过手、刀子、衣物及病株污染的地块及病毒汁液借风雨或农事操作传播，进行多次再侵染。田间遇有暴风雨，造成植株互相碰撞，枝叶摩擦或锄地时造成的伤根都是侵染的重要途径。 ,(1)农业防治。当地晚霜过后，即应定植。发现病株时，要及时拔除病株。在打杈、绑蔓、授粉、采收等农事操作时，要注意减少植株间的碰撞；中耕时要减少伤根。浇水要适时适量，防止土壤过干。(3)化学防治。发病初期喷药，常用农药有5%菌毒清可湿性粉剂300倍液，或3%三氮唑核苷水剂 500倍液，或0.5%抗毒剂1号水剂 250～300倍液，20%毒克星(盐酸吗啉胍?铜)可湿性粉剂 500倍液，或20%康润1号可湿性粉剂 500倍液，20%病毒丹可湿性粉剂 500倍液。及时防治蚜虫。有试验表明，0.5%菇类蛋白多糖水剂300～500倍液对大黄瓜病毒病的防效达 65%以上。 ,
,蔬菜—瓜类,黄瓜,黄瓜斑点病,Cucumber leaf blotch ,,主要为害叶片，多发生在生育后期下部叶片上。叶片上病斑水浸状，渐变淡褐色，中部颜色较淡，病斑周围有水浸状淡绿色晕环，后期病斑中部呈薄纸状，淡黄色或灰白色，易破碎。病斑上有少数不明显的小黑点。 ,温暖多湿的气候条件，有利于发病。 ,病原为瓜灰星霉菌Phyllosticta cucurbitacearum Sacc.属半知菌亚门真菌。 ,病原主要以菌丝体和分生孢子器随病残体在土中越冬。以分生孢子进行初侵染和再侵染。病原借雨水溅射传播蔓延。 ,(1)农业防治。实行轮作。加强田间的后期管理。(2)化学防治：发病初期，喷70%甲基托布津可湿性粉剂1000倍液加75%百菌清可湿性粉剂 1 000倍液，隔7～10天喷1次，连续2～3次。 ,
,蔬菜—瓜类,黄瓜,黄瓜幼苗腐霉根腐病,Cucumber seedling Pythium root rot ,在根瓜采收期发病最为严重。(1)幼苗期。根茎部呈水浸状，茎基或根部产生褐斑，逐渐扩大后凹陷，严重时病斑绕茎基部或根部一周，地上部逐渐枯萎。纵剖茎基或根部，导管变为深褐色，后根茎腐烂，不长新根，植株枯萎而死。(2)成株期。发病初期，黄瓜植株上部叶片萎蔫，似缺水状，而周围未发病株则表现健挺。发病植株萎蔫症状以中午最明显，早晚稍微减轻，但植株不能恢复正常。几天后，植株萎蔫程度加重，但整个植株仍为绿色。拔出病株，植株根毛呈水浸状，颜色为淡褐色，根毛区无新生的白细根毛。发病的部位先从根毛处开始向主根和根茎处发展，发病严重植株根茎处呈水浸状腐烂。自根苗和嫁接苗的根系均能发病。 ,,(1)气候因素。田间持水量在80%以上，白天地温在18～21℃，夜晚地温在15～16℃，最易发病。萌发的游动孢子从根尖处侵入寄主。如果遇到连阴天后天气突然转晴，日光温室的温度变幅较大，此时将加重根腐病的发生。(2)栽培因素。在大水漫灌或滴灌后就覆盖地膜，往往造成发病严重。 ,病原为瓜果腐霉菌Pythium aphanidermatum (Edson)Fitzpatrick.属鞭毛菌亚门真菌。,病原以卵孢子或菌丝体在土壤中存活。春天，遇有适宜条件萌发产生孢子囊，以游动孢子或直接长出芽管侵入寄主。田间的再侵染靠病株上的游动孢子借灌溉水继续传播。 ,(1)农业防治。浇水要在晴天上午进行，最好采用滴灌方式，要避免大水漫灌。浇水后，温室要进行适当通风。在根瓜坐瓜后覆盖地膜。遇连阴天、地温一般在15～17℃时，要进行补光，有条件的温室可同时进行增温处理，并喷施叶面肥料。(2)化学防治：黄瓜在定植前，可用95%恶霉灵(土菌消)50g掺细土10kg，撒在定植穴中。缓苗后15天可用95%恶霉灵3000倍液进行灌根处理，每株灌药液量200～250ml。若发现田间植株发病中心后，应立即拔除病株，并在病株周围撒石灰消毒，同时避免大水漫灌，以防病害传播。发病初期可用95%恶霉灵或77%多宁500倍液及生根剂进行交替灌根处理，每株灌药液量300～500ml，隔5～7天1次，连续灌根3～4次。 ,
,蔬菜—瓜类,黄瓜,黄瓜叶点霉叶斑病,Cucumber Phyllosticta leaf spot ,,主要为害黄瓜叶片。发病初期病斑呈水浸状，中部色较浅，后干枯。病斑的边缘出现浅绿色水浸状晕环，直径15～20mm。后期病斑中间呈薄纸状，浅黄色，易破碎。多发生在生长后期。 ,该病为喜高温高湿型病害，发病适宜温度25～28℃，在相对湿度高于85%的棚室中，易发病。 ,病原为葫芦科叶点霉菌Phyllosticta cucurbitacearum Sacc.属半知菌亚门真菌。 ,病原随病残体在土壤中越冬。病原借风雨传播，经气孔或从伤口侵入，进行初侵染和再侵染。 ,(1)农业防治。实行2年以上轮作。采取覆盖地膜栽培，可减少初侵染的机会。施足充分腐熟的有机肥。适时适量控制浇水，雨后及时排水。必要时打去下部叶片，以增加通透性。(2)化学防治：发病初期喷75%百菌清可湿性粉剂600倍液，或70%代森锰锌可湿性粉剂 500倍液，或64%噁霜灵?锰锌可湿性粉剂 500倍液，或50%苯菌灵可湿性粉剂 1500倍液。 ,
,蔬菜—瓜类,黄瓜,黄瓜花腐病,Cucumber blossom blight ,花腐病多在保护地塑料大棚栽培的黄瓜上发生，为害有蔓延上升的趋势。 ,(1)症状。从花蒂部侵染，向上蔓延到幼瓜。发病初期，黄瓜花呈褐色腐烂状，幼瓜的瓜顶部分呈水浸状，其表面可见稀疏白色毛状物，毛状物中间可见黑色头点状物。空气干燥时，病瓜外部变褐色。(2)比较。花腐病易与灰霉病和菌核病相混淆。①灰霉病。被害状是使黄瓜幼瓜变软、萎蔫、腐烂、病部表面密生淡灰色绒毛。其上没有黑色点状物，较大瓜受害时，组织变黄并有浓厚霉层，轻者生长停止，重者整瓜腐烂。②菌核病。被害状为幼瓜被侵染处呈水溢状，菌丝白色，其上有老鼠粪状菌核。,棚室栽培的黄瓜，遇有高温高湿及生活力衰弱或低温、高湿条件，日照不足、雨后积水、伤口多易发病。 ,病原为瓜笄霉Choanephor acucurbitarum (Berk.et Rav.)Thaxt.属接合菌亚门真菌。 ,病原主要以菌丝体随病残体上越冬，也可以接合孢子在土壤中越冬。春天侵染黄瓜的花和幼瓜，发病后病部长出大量孢子，借风雨或昆虫传播。从伤口侵入生活力衰弱的花和果实。 ,(1)农业防治。选择高燥地块，施足酵素菌沤制的堆肥或有机肥，加强田间管理，增强抗病力。与非瓜类作物实行3年以上轮作。采用高畦栽培，合理密植。注意通风排湿。严禁大水漫灌。白天温度控制在23～28℃，相对湿度控制在60%～75%。夜间温度控制在13～15℃，相对湿度控制在80%～95%。坐果后及时摘除残花病瓜，集中深埋或烧毁。(2)化学防治：开花至幼果期开始喷69%安克?锰锌可湿性粉剂600倍液，或64%杀毒矾可湿性粉剂 400～500倍液，或50%苯菌灵可湿性粉剂 1 500倍液，或75%百菌清可湿性粉剂 600倍液，或68%精甲霜灵?锰锌颗粒剂 300倍液，或60%防霉宝可湿性粉剂800倍液。每公顷喷对好的药液1050～1125升，隔10天喷1次，连续2～3次。采收前3天停止用药。 ,
,蔬菜—瓜类,黄瓜,黄瓜软腐病,Cucumber bacterial soft rot ,软腐病是黄瓜的一种普通病害。 ,主要发生在采收后运输贮藏过程中，染病瓜先在病部产生褪绿圆斑，后渐凹陷，发软，病部渐扩大，内部软腐，表皮破裂崩溃，从内向外淌水，整个果实腐败分解，散发出臭味。 ,由于病菌可侵害多种蔬菜，田间病菌广泛存在，通过雨水、灌溉水及昆虫传播，由伤口侵入，引起发病。高温高湿条件下发病严重。高湿有利于病菌快速繁殖，潮湿或多雨瓜条伤口难以愈合，而有利于病菌侵染和传播。各种因素造成的伤口多，病害亦发生较重。 ,病原为胡萝卜软腐欧文氏菌胡萝卜软腐致病变种Erwinia carotovora subsp.Carotovora (Jones)Bergey et al.属细菌。菌体短杆状，大小1.2～3.0×0.5～1.0(?m)。 ,病原在病残体上或土壤中越冬。经伤口或自然裂口侵入，靠接触传播蔓延。 ,(1)农业防治。注意田间通风透光，降低田间湿度，以减少田间病原的侵染机会。发现病株时，要及时拔除，并用石灰消毒，这样可以控制病原蔓延，减少田间的再侵染。避免大水漫灌。采收、装卸时要轻拿轻放，防止碰撞造成伤口。(2)化学防治：发病前，喷施50%琥胶肥酸铜可湿性粉剂500倍液，或14%络氨铜水剂 300倍液。 ,
,蔬菜—瓜类,黄瓜,黄瓜细菌性圆斑病,Cucumber bacterial round spot ,近年来，保护地和露地黄瓜细菌性圆斑病发生较重。 ,主要为害叶片，也为害幼茎或叶柄。叶片发病时先出现黄化，背面水浸状的小斑点，后发展成圆形或近圆形病斑，黄色至褐黄色，很薄，中间半透明，病部四周有黄色晕圈，菌脓不明显。幼茎发病时病部茎部开裂。 ,棚室中湿度大，温度高，叶面结露，叶缘吐水，利于病原侵入和病害蔓延。 ,病原为黄瓜细菌斑点病黄单胞菌Xanthomon ascampestri spv.Cucurbitae (Bryam)Dye，属细菌。 ,病原由种子传带，也可随病残体遗留在土壤中越冬，从幼苗的子叶或真叶的水孔或伤口侵入，引起发病。真叶发病后，细菌后进入维管束，引起叶片发病然后病原蔓延至茎部维管束，进入瓜条，使种子带菌。 ,(1)种子消毒。用70℃恒温干热灭菌72小时。50℃温水浸种20分钟，捞出晾干后催芽播种。用次氯酸钙300倍液浸种30～60分钟，或40%福尔马林150倍液浸1.5小时，或100万单位硫酸链霉素500倍液浸种2小时，冲洗干净后催芽播种。(2)农业防治。加强黄瓜制种基地的无病生产，选无病田，无病瓜留种。培育无病壮苗用无病土苗床育苗。注意适时防风，降低棚室温度，增加光照。增施腐熟有机肥，发病后控制灌水，促进根发育。推广使用高垄、覆膜、暗浇水的栽培技术。注意适当轮作，清除病残体，及时翻晒土壤。(3)化学防治。发病初期喷用72%克露可湿性粉剂600～750倍液，叶面喷雾，每隔7天喷1次药，共喷4～6次。常用农药还有农用链霉素250mg/kg液，新植霉素200mg/kg液，14%络氨铜水剂300倍液，3%克菌康可湿性粉剂 800～1 000倍液，50%甲霜铜可湿性粉剂 600倍液。保护地每公顷每次喷撒10%乙滴粉尘剂或5%百菌清或10%脂铜粉尘剂15kg。,
,蔬菜—瓜类,黄瓜,黄瓜绿斑花叶病,Cucumber green mottle ,该病毒在黄瓜上有两个变种，即绿斑花叶病和黄斑花叶病。 ,黄瓜绿斑花叶病分绿斑花叶和黄斑花叶两种类型。绿斑花叶型苗期染病幼苗顶尖部的2～3片叶子现亮绿或暗绿色斑驳，叶片较平，产生暗绿色斑驳的病部隆起，新叶浓绿，后期叶脉透化，叶片变小，引起植株矮化，叶片斑驳扭曲，呈系统性传染。瓜条染病现浓绿色花斑，有的也产生瘤状物，致果实成为畸形瓜，影响商品价值，严重的减产25％左右。黄斑花叶病型其症状与绿斑花叶型相近，但叶片上产生淡黄色星状疱斑，老叶近白色。,种子和土壤传毒，遇有适宜的条件即可进行初侵染，种皮上的病毒可传到子叶上，21天后致幼嫩叶片显症。此外，该病毒很容易通过手、刀子、衣物及病株污染的地块及病毒汁液借风雨或农事操作传毒，进行多次再侵染，田间遇有暴风雨，造成植株互相碰撞、枝叶摩擦或锄地时造成的伤根都是侵染的重要途径，田间或棚室高温发病重。 ,病原为Cucumber green mottle mosaic virus简称CGMMV称黄瓜绿斑花叶病毒，属病毒。病毒粒体杆状，粒子大小300×18nmm，超薄切片观察，细胞中病毒粒子排列成结晶形内含体，钝化温度80～90℃，10分钟，稀释限点1000000倍，体外保毒期1年以上。 ,可经汁液摩擦、土壤传播，体外存活期数月至1年。 ,(1)选用中农7号、8号、春秋绿、津春4号等抗病品种。建立无病留种田，施用无病毒的有机肥，培育壮苗；农事操作应小心从事，及时拔除病株，采种要注意清洁，防止种子带毒。(2)在常发病地区或田块，对市售的商品种子要进行消毒。种子经70℃处理72小时可杀死毒源，也可用10％磷酸三钠浸种20分钟后，用清水冲洗2～3次后晾干备用或催芽播种。(3)打杈、绑蔓、授粉、采收等农事操作注意减少植株碰撞，中耕时减少伤根，浇水要适时适量，防止土壤过干。(4)发病初期喷洒5％菌毒清可湿性粉剂300倍液或7．5％克毒灵水剂700～800倍液、30％毒克星(盐酸吗啉胍?铜)可湿性粉剂500倍液、NS-83病毒诱导剂100倍液、植物病毒钝化剂912，每公顷用药粉1125克加温水稀释成糊状，用l5 kg开水浸泡12小时，充分搅匀晾凉后，对水225kg喷洒。此外喷洒高锰酸钾1000倍液或硫酸锌1500倍也有一定效果。 ,
,蔬菜—瓜类,黄瓜,黄瓜真滑刃线虫病,,黄瓜染线虫病后，初症状不明显，发生数量多或持续时间长时，出现全株生长不良，似缺水或缺肥状，对不良环境条件抵抗力差，容易导致其他病害发生蔓延；后期根部变褐腐烂。 ,,,病原为真滑刃线虫Aphelenchusavenae Bastian，属植物线虫。体圆筒形，长约504～1000?m，吻针长约17?m，无基部球，基部稍粗，前端较后端略短；食道前体筒状，中食道球较大，卵圆形，后食道腺位于肠的背面，排泄孔在中食道球下；阴门横裂，阴道向前斜伸，阴门唇隆起，阴门后虫体稍变狭；卵巢1个前伸；尾部圆筒形，尾长是肛径的1．3～2倍。 ,线虫产卵后，孵化出的幼虫在根附近活动，形成为害。繁殖适温25～30℃，年生多代。 ,(1)农业防治：线虫为害严重的地区或田块，收获后要马上清除病残体、残根，深埋或烧毁，深翻晒田。棚室保护地发生线虫要进行高温消毒。(3)每公顷施用充分腐熟的干鸡粪2250～7500kg，有较高防治效果。(4)药剂防治:可用30％除线特乳剂，每公顷用药22.5～37.5kg对水4500～5250倍淋浇在播种沟内，如用50％除线特粉剂，用药量同上，与450kg细干土混匀，撒在播种沟内，然后再播种、覆土。生长期间如发生线虫，可结合中耕松土再施1次药。用药量较前增加1～2倍。为防止产生药害使用前应先行试验，确定该品种无药害后再大面积应用。 ,
,蔬菜—瓜类,黄瓜,黄瓜叶烧病,Cucumber leaf burn ,黄瓜叶烧病是保护地新出现的生理性病害，棚室发生较多。 ,棚室栽培中多见，主要是黄瓜叶片接近棚膜，由高温引起。开始时叶片颜色变淡变黄，出现小的白色斑块，形状不规则或呈多角形，扩大后呈白色至黄白色斑块，轻的仅叶缘烧焦，重的致半叶以上乃至全叶烧伤。 ,由高温诱发的生理病害。黄瓜对高温忍耐力较强，在土壤水分充足，相对湿度高于85%以上短时间棚温达到42～45℃，也不会造成多大伤害。但当相对湿度低于80%，遇有40℃左右的高温，就会产生高温伤害，尤其是在强光照条件下更易造成高温伤害。中午不放风或放风量不够或高温闷棚时间长均易产生叶烧病。 ,,,选用耐热品种。加强棚室管理，超过黄瓜生长发育正常温度，要立即通风降温。如阳光照射过强，棚室内外温差大不便放风时，可采用放铺席或使用遮阳网遮阴，有条件的采用反光幕。棚底温度过高，湿度低时应少量洒水或喷冷水雾进行临时降温。 ,
,蔬菜—瓜类,黄瓜,黄瓜生理性萎蔫,Cucumber non-infectious wilt ,,采瓜初期至盛期，植株生长发育一直正常，有时在晴天中午，突然出现急性萎蔫枯萎症状，到晚上又逐渐恢复，这样反复数日后，植株不能再复原而枯死。从外观上看不出异常，切开病茎，导管也无病变。 ,主要是瓜田低洼，雨后积水使黄瓜较长时间浸在水中或大水漫灌后土壤中含水量过高，造成根部窒息或处在嫌气条件下，土壤中产生有毒物质，使根中毒也可引起发病，此外，嫁接黄瓜嫁接质量差或砧木与接穗的亲和性不高或不亲和均可发生此病。在北方露地栽培的秋瓜易发病。 ,,,选用高燥或排水良好、土壤肥沃的地块，雨后及时排水严禁大水漫灌，及时中耕保持土壤通透性良好。在晴天，湿度低、风大，蒸发量也大时要增加浇水量。此外，要注意选择性状优良适宜的砧木和接穗，千方百计保证嫁接苗的质量。 ,
,蔬菜—瓜类,黄瓜,黄瓜叶片急性调萎,Cucumber acute leaf wilt ,,在短时间内，黄瓜整株叶片突然萎蔫，失去结瓜能力。 ,夏季中午和下午地温高，瓜叶的蒸腾作用旺盛，根系吸水跟不上叶片蒸腾。如果这时突然降暴雨后转晴时，大气气温很高，造成瓜叶蒸腾作用受阻，再加上气温、土温居高不下，引起黄瓜整株叶片突然萎蔫。 ,,,加强通风换气，使棚温保持在30℃以下，夜间控制在18℃左右，相对湿度低于85%。生产上有时即使把棚室的门窗全部打开，温度仍居高不下，这时要把南侧的底边揭开，使棚温降下来，同时要注意浇水，最好在上午8～10时进行，晚上或阴天不要浇水，同时注意水温与地温差应在5℃以内。黄瓜生育适宜相对湿度为85%左右。棚室相对湿度高于85%时应通风降湿；傍晚气温10～15℃左右，通风1～2小时，降低夜间湿度，防止徒长，避免高温障碍。生产上第1批坐瓜少的易引起徒长，形成生长发育过旺局面。为此，可用保果灵激素100倍液喷花或点花，既可促进早熟增产又可防止徒长。遇有持续高温或天气干旱，棚室黄瓜蒸发量大，呼吸作用旺盛，这时消耗水分很多，持续时间长就会发生打蔫等情况，这时要适当增加浇水次数。 ,
